@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Summary string

@data

jenk-commit,4,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2134,251,28,21,7,0,75,25,0,0.409639,0.285564,0.489437,66.829654,104.64917,25.425517,81.560934,-56.135418,0.908054,2.912891,-2.004836,7.608033,0.271715,867.606644,0.555556,5,0.157895,3,0.842105,16,0.444444,4,0.625,0.555556,0.588235,0.690058,0.75,0.352339,0.647661,0.25,0.74375,0.75,0.745852,0.690058,19.345,0.002,18.931688,0.00183,481675,309310,60219,?
jenk-commit,4,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2135,251,28,22,6,0,78.571429,21.428571,0,0.382353,0.208002,0.416275,50.186933,92.09781,24.188289,35.601018,-11.412729,0.863867,1.271465,-0.407597,10.740774,0.383599,1218.087611,0.375,3,0.05,1,0.95,19,0.625,5,0.75,0.375,0.5,0.8375,0.785714,0.460714,0.539286,0.214286,0.779762,0.785714,0.75974,0.8375,18.935,0.002,18.472034,0.001819,481675,309310,60219,?
jenk-commit,4,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2135,251,28,23,5,0,82.142857,17.857143,0,0.578313,0.192891,0.413926,46.540985,91.578136,24.188289,34.163314,-9.975025,0.863867,1.220118,-0.356251,11.874456,0.424088,1346.656008,0.75,6,0.15,3,0.85,17,0.25,2,0.666667,0.75,0.705882,0.9125,0.821429,0.221429,0.778571,0.178571,0.829574,0.821429,0.824391,0.9125,18.85,0.002,18.388593,0.001782,481675,309310,60219,?
jenk-commit,4,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2135,251,28,18,10,0,64.285714,35.714286,0,-0.029412,0.355052,0.590162,85.667122,130.568966,24.188289,119.178406,-94.990117,0.863867,4.256372,-3.392504,1.771743,0.063277,200.929466,0.125,1,0.15,3,0.85,17,0.875,7,0.25,0.125,0.166667,0.625,0.642857,0.667857,0.332143,0.357143,0.577381,0.642857,0.599567,0.625,18.336,0.002,17.977309,0.001789,481675,309310,60219,?
jenk-commit,4,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2135,251,28,23,5,0,82.142857,17.857143,0,0.507042,0.164325,0.39081,39.648471,86.463871,24.188289,48.770225,-24.581936,0.863867,1.741794,-0.877926,13.735193,0.490543,1557.678077,0.5,4,0.05,1,0.95,19,0.5,4,0.8,0.5,0.615385,0.76875,0.821429,0.371429,0.628571,0.178571,0.818634,0.821429,0.807053,0.76875,18.512,0.002,18.055021,0.00185,481675,309310,60219,?
jenk-commit,4,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2136,251,28,24,4,0,85.714286,14.285714,0,0.621622,0.163413,0.383248,39.428454,84.790841,24.188289,39.107554,-14.919265,0.863867,1.396698,-0.532831,14.18704,0.50668,1608.921088,0.625,5,0.05,1,0.95,19,0.375,3,0.833333,0.625,0.714286,0.8125,0.857143,0.282143,0.717857,0.142857,0.854978,0.857143,0.85034,0.8125,18.4,0.002,18.043858,0.00185,481675,309310,60219,?
jenk-commit,4,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2136,251,28,20,8,0,71.428571,28.571429,0,0.348837,0.292436,0.515955,70.559118,114.151278,24.188289,62.604793,-38.416505,0.863867,2.235885,-1.372018,5.822172,0.207935,660.279757,0.625,5,0.25,5,0.75,15,0.375,3,0.5,0.625,0.555556,0.70625,0.714286,0.339286,0.660714,0.285714,0.738095,0.714286,0.72264,0.70625,18.345,0.002,17.889818,0.001852,481675,309310,60219,?
jenk-commit,4,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2136,252,27,23,4,0,85.185185,14.814815,0,0.668712,0.156989,0.299782,37.539357,65.65065,23.672131,10.230118,13.442013,0.876746,0.378893,0.497852,14.657439,0.542868,1665.000728,0.875,7,0.157895,3,0.842105,16,0.125,1,0.7,0.875,0.777778,0.960526,0.851852,0.134747,0.865253,0.148148,0.869717,0.851852,0.855967,0.960526,18.336,0.002,17.978806,0.001862,481675,310427,59102,?
jenk-commit,5,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2137,251,28,21,7,0,75,25,0,0.371795,0.260516,0.472806,60.967904,101.093267,25.425517,49.07038,-23.644863,0.908054,1.752514,-0.844459,9.108412,0.3253,1038.707168,0.444444,4,0.105263,2,0.894737,17,0.555556,5,0.666667,0.444444,0.533333,0.725146,0.75,0.410819,0.589181,0.25,0.738636,0.75,0.734146,0.725146,18.307,0.002,17.862722,0.00193,481675,309310,60219,?
jenk-commit,5,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2137,251,28,20,8,0,71.428571,28.571429,0,0.258278,0.285328,0.531769,66.774577,113.700474,25.425517,94.230643,-68.805127,0.908054,3.36538,-2.457326,7.349865,0.262495,838.165628,0.333333,3,0.105263,2,0.894737,17,0.666667,6,0.6,0.333333,0.428571,0.684211,0.714286,0.486216,0.513784,0.285714,0.69441,0.714286,0.687075,0.684211,18.246,0.002,17.887537,0.001766,481675,309310,60219,?
jenk-commit,5,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2137,251,28,23,5,0,82.142857,17.857143,0,0.602273,0.195881,0.379832,45.841574,81.214102,25.425517,17.796747,7.62877,0.908054,0.635598,0.272456,12.809703,0.457489,1460.795872,0.777778,7,0.157895,3,0.842105,16,0.222222,2,0.7,0.777778,0.736842,0.912281,0.821429,0.201546,0.798454,0.178571,0.828175,0.821429,0.823715,0.912281,18.333,0.002,17.88532,0.001796,481675,309310,60219,?
jenk-commit,5,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2138,251,28,22,6,0,78.571429,21.428571,0,0.475,0.199901,0.41903,48.232241,92.707379,24.188289,47.716858,-23.528569,0.863867,1.704173,-0.840306,11.505709,0.410918,1304.83717,0.625,5,0.15,3,0.85,17,0.375,3,0.625,0.625,0.625,0.80625,0.785714,0.310714,0.689286,0.214286,0.785714,0.785714,0.785714,0.80625,18.268,0.002,17.910954,0.00179,481675,309310,60219,?
jenk-commit,5,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2138,251,28,24,4,0,85.714286,14.285714,0,0.588235,0.129681,0.316763,31.289601,70.081386,24.188289,23.158301,1.029988,0.863867,0.827082,0.036785,16.393847,0.585495,1859.190226,0.5,4,0,0,1,20,0.5,4,1,0.5,0.666667,0.925,0.857143,0.357143,0.642857,0.142857,0.880952,0.857143,0.839827,0.925,18.428,0.002,17.988306,0.001936,481675,309310,60219,?
jenk-commit,5,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2138,251,28,20,8,0,71.428571,28.571429,0,0.243243,0.287545,0.498258,69.378958,110.235961,24.188289,86.750734,-62.562445,0.863867,3.09824,-2.234373,6.201638,0.221487,703.314158,0.375,3,0.15,3,0.85,17,0.625,5,0.5,0.375,0.428571,0.59375,0.714286,0.489286,0.510714,0.285714,0.694805,0.714286,0.70068,0.59375,18.222,0.002,17.864907,0.001794,481675,309310,60219,?
jenk-commit,5,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2139,251,28,23,5,0,82.142857,17.857143,0,0.545455,0.200948,0.431053,48.484787,95.367202,24.188289,61.498325,-37.310036,0.863867,2.196369,-1.332501,11.513099,0.411182,1305.675277,0.625,5,0.1,2,0.9,18,0.375,3,0.714286,0.625,0.666667,0.8125,0.821429,0.296429,0.703571,0.178571,0.816327,0.821429,0.817654,0.8125,18.405,0.002,17.961721,0.001824,481675,309310,60219,?
jenk-commit,5,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2139,251,28,21,7,0,75,25,0,0.449438,0.267852,0.490343,64.627498,108.484752,24.188289,53.425643,-29.237354,0.863867,1.908059,-1.044191,7.349168,0.26247,833.453036,0.75,6,0.25,5,0.75,15,0.25,2,0.545455,0.75,0.631579,0.825,0.75,0.25,0.75,0.25,0.786096,0.75,0.759602,0.825,18.284,0.002,17.926204,0.001842,481675,309310,60219,?
jenk-commit,5,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2139,251,28,21,7,0,75,25,0,0.363636,0.285945,0.498119,68.993071,110.205085,24.188289,60.846939,-36.65865,0.863867,2.173105,-1.309238,6.400902,0.228604,725.912274,0.5,4,0.15,3,0.85,17,0.5,4,0.571429,0.5,0.533333,0.7375,0.75,0.4,0.6,0.25,0.741497,0.75,0.744715,0.7375,18.371,0.002,17.927276,0.001856,481675,309310,60219,?
jenk-commit,5,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2139,252,27,23,4,0,85.185185,14.814815,0,0.644737,0.154447,0.377814,36.931499,82.739101,23.672131,35.690391,-12.01826,0.876746,1.321866,-0.445121,14.392214,0.533045,1634.87272,0.75,6,0.105263,2,0.894737,17,0.25,2,0.75,0.75,0.75,0.835526,0.851852,0.207115,0.792885,0.148148,0.851852,0.851852,0.851852,0.835526,18.349,0.002,17.990587,0.001772,481675,310427,59102,?
jenk-commit,6,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.214,251,28,23,5,0,82.142857,17.857143,0,0.551282,0.178193,0.392279,41.70192,83.875348,25.425517,40.956012,-15.530495,0.908054,1.462715,-0.554661,13.756021,0.491286,1568.712313,0.555556,5,0.052632,1,0.947368,18,0.444444,4,0.833333,0.555556,0.666667,0.824561,0.821429,0.318505,0.681495,0.178571,0.823052,0.821429,0.810105,0.824561,18.221,0.002,17.860475,0.001797,481675,309310,60219,?
jenk-commit,6,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.214,251,28,22,6,0,78.571429,21.428571,0,0.508772,0.244148,0.468404,57.137181,100.152022,25.425517,60.459995,-35.034479,0.908054,2.159286,-1.251231,10.374366,0.370513,1183.074332,0.666667,6,0.157895,3,0.842105,16,0.333333,3,0.666667,0.666667,0.666667,0.783626,0.785714,0.276942,0.723058,0.214286,0.785714,0.785714,0.785714,0.783626,18.295,0.002,17.845863,0.001814,481675,309310,60219,?
jenk-commit,6,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.214,251,28,24,4,0,85.714286,14.285714,0,0.690608,0.140452,0.345175,32.869496,73.803861,25.425517,18.13014,7.295377,0.908054,0.647505,0.260549,16.504567,0.589449,1882.151645,0.888889,8,0.157895,3,0.842105,16,0.111111,1,0.727273,0.888889,0.8,0.964912,0.857143,0.126149,0.873851,0.142857,0.872422,0.857143,0.860317,0.964912,18.268,0.002,17.909332,0.001877,481675,309310,60219,?
jenk-commit,6,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2141,251,28,20,8,0,71.428571,28.571429,0,0.348837,0.247139,0.45997,59.629747,101.76492,24.188289,55.645399,-31.45711,0.863867,1.987336,-1.123468,8.49486,0.303388,963.383481,0.625,5,0.25,5,0.75,15,0.375,3,0.5,0.625,0.555556,0.7625,0.714286,0.339286,0.660714,0.285714,0.738095,0.714286,0.72264,0.7625,18.361,0.002,17.917488,0.001837,481675,309310,60219,?
jenk-commit,6,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2141,251,28,23,5,0,82.142857,17.857143,0,0.461538,0.192792,0.424794,46.516952,93.982477,24.188289,75.801524,-51.613235,0.863867,2.707197,-1.84333,12.31326,0.439759,1396.419791,0.375,3,0,0,1,20,0.625,5,1,0.375,0.545455,0.6375,0.821429,0.446429,0.553571,0.178571,0.857143,0.821429,0.790765,0.6375,18.359,0.002,18.000122,0.002003,481675,309310,60219,?
jenk-commit,6,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2141,251,28,20,8,0,71.428571,28.571429,0,0.3,0.291293,0.51631,70.283266,114.229867,24.188289,67.982533,-43.794244,0.863867,2.427948,-1.56408,5.937806,0.212064,673.393518,0.5,4,0.2,4,0.8,16,0.5,4,0.5,0.5,0.5,0.68125,0.714286,0.414286,0.585714,0.285714,0.714286,0.714286,0.714286,0.68125,18.35,0.001,17.911706,0.001766,481675,309310,60219,?
jenk-commit,6,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2142,251,28,23,5,0,82.142857,17.857143,0,0.507042,0.190279,0.424457,45.910677,93.907938,24.188289,66.640129,-42.45184,0.863867,2.380005,-1.516137,12.409947,0.443212,1407.384829,0.5,4,0.05,1,0.95,19,0.5,4,0.8,0.5,0.615385,0.79375,0.821429,0.371429,0.628571,0.178571,0.818634,0.821429,0.807053,0.79375,18.22,0.002,17.87096,0.001807,481675,309310,60219,?
jenk-commit,6,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2142,251,28,24,4,0,85.714286,14.285714,0,0.621622,0.156167,0.380882,37.680018,84.267429,24.188289,48.673233,-24.484944,0.863867,1.73833,-0.874462,14.5921,0.521146,1654.858013,0.625,5,0.05,1,0.95,19,0.375,3,0.833333,0.625,0.714286,0.725,0.857143,0.282143,0.717857,0.142857,0.854978,0.857143,0.85034,0.725,18.3,0.002,17.863227,0.001768,481675,309310,60219,?
jenk-commit,6,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2142,251,28,20,8,0,71.428571,28.571429,0,0.243243,0.269602,0.506695,65.049748,112.102575,24.188289,80.253572,-56.065283,0.863867,2.866199,-2.002332,6.921364,0.247192,784.936711,0.375,3,0.15,3,0.85,17,0.625,5,0.5,0.375,0.428571,0.71875,0.714286,0.489286,0.510714,0.285714,0.694805,0.714286,0.70068,0.71875,18.28,0.001,17.919793,0.001841,481675,309310,60219,?
jenk-commit,6,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2142,252,27,23,4,0,85.185185,14.814815,0,0.617021,0.174737,0.386115,41.783279,84.557099,23.672131,36.519719,-12.847588,0.876746,1.352582,-0.475837,13.539019,0.501445,1537.954703,0.625,5,0.052632,1,0.947368,18,0.375,3,0.833333,0.625,0.714286,0.776316,0.851852,0.279483,0.720517,0.148148,0.850088,0.851852,0.844974,0.776316,18.429,0.002,17.989392,0.001785,481675,310427,59102,?
jenk-commit,7,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2143,251,28,24,4,0,85.714286,14.285714,0,0.629139,0.168783,0.389841,39.499745,83.354175,25.425517,50.315831,-24.890314,0.908054,1.796994,-0.88894,14.965243,0.534473,1706.609857,0.555556,5,0,0,1,19,0.444444,4,1,0.555556,0.714286,0.836257,0.857143,0.301587,0.698413,0.142857,0.881988,0.857143,0.843537,0.836257,18.312,0.002,17.964326,0.001892,481675,309310,60219,?
jenk-commit,7,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2143,251,28,23,5,0,82.142857,17.857143,0,0.602273,0.176752,0.404151,41.364647,86.4138,25.425517,42.206485,-16.780968,0.908054,1.507374,-0.59932,14.204629,0.507308,1619.870806,0.777778,7,0.157895,3,0.842105,16,0.222222,2,0.7,0.777778,0.736842,0.871345,0.821429,0.201546,0.798454,0.178571,0.828175,0.821429,0.823715,0.871345,18.394,0.002,17.947254,0.001792,481675,309310,60219,?
jenk-commit,7,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2143,251,28,20,8,0,71.428571,28.571429,0,0.258278,0.2774,0.506343,64.919015,108.263975,25.425517,70.328215,-44.902698,0.908054,2.511722,-1.603668,7.740726,0.276454,882.738675,0.333333,3,0.105263,2,0.894737,17,0.666667,6,0.6,0.333333,0.428571,0.672515,0.714286,0.486216,0.513784,0.285714,0.69441,0.714286,0.687075,0.672515,18.298,0.002,17.944236,0.001763,481675,309310,60219,?
jenk-commit,7,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2144,251,28,23,5,0,82.142857,17.857143,0,0.545455,0.175914,0.38434,42.444654,85.032359,24.188289,47.02801,-22.839721,0.863867,1.679572,-0.815704,13.132413,0.469015,1489.318129,0.625,5,0.1,2,0.9,18,0.375,3,0.714286,0.625,0.666667,0.75625,0.821429,0.296429,0.703571,0.178571,0.816327,0.821429,0.817654,0.75625,18.283,0.002,17.837281,0.001787,481675,309310,60219,?
jenk-commit,7,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2144,251,28,21,7,0,75,25,0,0.363636,0.252525,0.472689,60.929408,104.579041,24.188289,54.536585,-30.348296,0.863867,1.947735,-1.083868,8.387757,0.299563,951.237131,0.5,4,0.15,3,0.85,17,0.5,4,0.571429,0.5,0.533333,0.76875,0.75,0.4,0.6,0.25,0.741497,0.75,0.744715,0.76875,18.34,0.002,17.989607,0.001872,481675,309310,60219,?
jenk-commit,7,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2144,251,28,20,8,0,71.428571,28.571429,0,0.3,0.270505,0.484041,65.267651,107.090612,24.188289,53.727536,-29.539247,0.863867,1.918841,-1.054973,7.296695,0.260596,827.502119,0.5,4,0.2,4,0.8,16,0.5,4,0.5,0.5,0.5,0.78125,0.714286,0.414286,0.585714,0.285714,0.714286,0.714286,0.714286,0.78125,18.375,0.002,17.931955,0.001812,481675,309310,60219,?
jenk-commit,7,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2145,251,28,22,6,0,78.571429,21.428571,0,0.432432,0.214167,0.45783,51.67445,101.291501,24.188289,71.978286,-47.789997,0.863867,2.570653,-1.706786,10.692366,0.38187,1212.597791,0.5,4,0.1,2,0.9,18,0.5,4,0.666667,0.5,0.571429,0.80625,0.785714,0.385714,0.614286,0.214286,0.774892,0.785714,0.77551,0.80625,18.317,0.002,17.967356,0.001811,481675,309310,60219,?
jenk-commit,7,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2145,251,28,24,4,0,85.714286,14.285714,0,0.588235,0.164696,0.380093,39.737936,84.092675,24.188289,29.869454,-5.681165,0.863867,1.066766,-0.202899,13.924506,0.497304,1579.147632,0.5,4,0,0,1,20,0.5,4,1,0.5,0.666667,0.875,0.857143,0.357143,0.642857,0.142857,0.880952,0.857143,0.839827,0.875,18.287,0.002,17.84981,0.001909,481675,309310,60219,?
jenk-commit,7,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2145,251,28,24,4,0,85.714286,14.285714,0,0.621622,0.17613,0.374011,42.496754,82.747088,24.188289,27.631833,-3.443544,0.863867,0.986851,-0.122984,13.365002,0.477321,1515.695521,0.625,5,0.05,1,0.95,19,0.375,3,0.833333,0.625,0.714286,0.85625,0.857143,0.282143,0.717857,0.142857,0.854978,0.857143,0.85034,0.85625,18.294,0.002,17.94137,0.001799,481675,309310,60219,?
jenk-commit,7,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2146,252,27,18,9,0,66.666667,33.333333,0,0.228571,0.319712,0.538099,76.450008,117.840678,23.672131,60.723763,-37.051632,0.876746,2.249028,-1.372283,4.287877,0.15881,487.078163,0.5,4,0.263158,5,0.736842,14,0.5,4,0.444444,0.5,0.470588,0.769737,0.666667,0.429825,0.570175,0.333333,0.679012,0.666667,0.671966,0.769737,18.751,0.002,18.298123,0.001763,481675,310427,59102,?
jenk-commit,8,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2146,251,28,21,7,0,75,25,0,0.363636,0.256067,0.478165,61.784109,105.790495,24.188289,53.392252,-29.203963,0.863867,1.906866,-1.042999,8.089587,0.288914,917.422287,0.5,4,0.15,3,0.85,17,0.5,4,0.571429,0.5,0.533333,0.78125,0.75,0.4,0.6,0.25,0.741497,0.75,0.744715,0.78125,18.233,0.002,17.87663,0.001908,481675,309310,60219,?
jenk-commit,8,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2146,251,28,25,3,0,89.285714,10.714286,0,0.704225,0.097823,0.294472,23.602815,65.149863,24.188289,32.264595,-8.076306,0.863867,1.152307,-0.288439,18.035896,0.644139,2045.411393,0.625,5,0,0,1,20,0.375,3,1,0.625,0.769231,0.76875,0.892857,0.267857,0.732143,0.107143,0.906832,0.892857,0.884232,0.76875,18.843,0.002,18.380689,0.001896,481675,309310,60219,?
jenk-commit,8,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2146,251,28,20,8,0,71.428571,28.571429,0,0.243243,0.276553,0.51888,66.726879,114.798284,24.188289,104.918671,-80.730382,0.863867,3.747095,-2.883228,6.613024,0.236179,749.968542,0.375,3,0.15,3,0.85,17,0.625,5,0.5,0.375,0.428571,0.7875,0.714286,0.489286,0.510714,0.285714,0.694805,0.714286,0.70068,0.7875,19.125,0.002,18.648675,0.002065,481675,309310,60219,?
jenk-commit,8,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2147,251,28,23,5,0,82.142857,17.857143,0,0.578313,0.190039,0.4161,45.85268,92.059079,24.188289,48.857375,-24.669086,0.863867,1.744906,-0.881039,12.350934,0.441105,1400.692297,0.75,6,0.15,3,0.85,17,0.25,2,0.666667,0.75,0.705882,0.85625,0.821429,0.221429,0.778571,0.178571,0.829574,0.821429,0.824391,0.85625,18.928,0.002,18.538413,0.001842,481675,309310,60219,?
jenk-commit,8,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2147,251,28,20,8,0,71.428571,28.571429,0,0.243243,0.281104,0.504625,67.82499,111.644492,24.188289,69.519382,-45.331093,0.863867,2.482835,-1.618968,6.414406,0.229086,727.443702,0.375,3,0.15,3,0.85,17,0.625,5,0.5,0.375,0.428571,0.65,0.714286,0.489286,0.510714,0.285714,0.694805,0.714286,0.70068,0.65,18.882,0.002,18.422175,0.001843,481675,309310,60219,?
jenk-commit,8,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2147,251,28,21,7,0,75,25,0,0.363636,0.245679,0.458243,59.277622,101.382807,24.188289,47.492169,-23.30388,0.863867,1.696149,-0.832281,8.696434,0.310587,986.243535,0.5,4,0.15,3,0.85,17,0.5,4,0.571429,0.5,0.533333,0.76875,0.75,0.4,0.6,0.25,0.741497,0.75,0.744715,0.76875,18.189,0.001,17.831967,0.00185,481675,309310,60219,?
jenk-commit,8,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2148,251,28,20,8,0,71.428571,28.571429,0,0.304348,0.291381,0.499658,68.191058,106.834565,25.425517,85.903137,-60.47762,0.908054,3.067969,-2.159915,7.172087,0.256146,817.892116,0.444444,4,0.157895,3,0.842105,16,0.555556,5,0.571429,0.444444,0.5,0.602339,0.714286,0.427736,0.572264,0.285714,0.70068,0.714286,0.703571,0.602339,18.349,0.002,17.912644,0.001962,481675,309310,60219,?
jenk-commit,8,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2148,251,28,18,10,0,64.285714,35.714286,0,0.072848,0.323869,0.531774,75.794072,113.701658,25.425517,74.153158,-48.727641,0.908054,2.648327,-1.740273,4.740232,0.169294,540.567651,0.222222,2,0.157895,3,0.842105,16,0.777778,7,0.4,0.222222,0.285714,0.643275,0.642857,0.57853,0.42147,0.357143,0.600621,0.642857,0.608844,0.643275,18.284,0.002,17.934272,0.001924,481675,309310,60219,?
jenk-commit,8,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.1 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20130820.2148,251,28,21,7,0,75,25,0,0.443182,0.250139,0.498632,58.53941,106.615246,25.425517,100.056282,-74.630765,0.908054,3.573439,-2.665384,9.589882,0.342496,1093.6132,0.666667,6,0.210526,4,0.789474,15,0.333333,3,0.6,0.666667,0.631579,0.77193,0.75,0.29386,0.70614,0.25,0.758333,0.75,0.753201,0.77193,18.318,0.002,17.879823,0.001883,481675,309310,60219,?
